route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,trip_short_name,wheelchair_accessible,bikes_allowed
1,TRAIN-A24-TRKPI-Semaine-07,4083550-TRAIN-A24-TRKPI-Semaine-07,Vaudreuil,1,10385,121,0,1
1,TRAIN-H25-TRKPI-Semaine-02,4083552-TRAIN-H25-TRKPI-Semaine-02,Vaudreuil,1,10423,23,0,1
1,TRAIN-A24-TRKPI-Semaine-03,4083552-TRAIN-A24-TRKPI-Semaine-03,Vaudreuil,1,10423,23,0,1
1,TRAIN-A24-TRKPI-Semaine-07,4083552-TRAIN-A24-TRKPI-Semaine-07,Vaudreuil,1,10385,23,0,1
1,TRAIN-H25-TRKPI-Semaine-02,4083553-TRAIN-H25-TRKPI-Semaine-02,Vaudreuil/Hudson,1,10422,111,0,1
1,TRAIN-A24-TRKPI-Semaine-03,4083553-TRAIN-A24-TRKPI-Semaine-03,Vaudreuil/Hudson,1,10422,111,0,1
1,TRAIN-A24-TRKPI-Semaine-07,4083553-TRAIN-A24-TRKPI-Semaine-07,Vaudreuil/Hudson,1,10392,111,0,1
1,TRAIN-H25-TRKPI-Semaine-02,4083554-TRAIN-H25-TRKPI-Semaine-02,Vaudreuil,1,10423,25,0,1
1,TRAIN-A24-TRKPI-Semaine-03,4083554-TRAIN-A24-TRKPI-Semaine-03,Vaudreuil,1,10423,25,0,1
1,TRAIN-A24-TRKPI-Semaine-07,4083554-TRAIN-A24-TRKPI-Semaine-07,Vaudreuil,1,10385,25,0,1
1,TRAIN-H25-TRKPI-Semaine-02,4083555-TRAIN-H25-TRKPI-Semaine-02,Vaudreuil/Hudson,1,10422,27,0,1
1,TRAIN-A24-TRKPI-Semaine-03,4083555-TRAIN-A24-TRKPI-Semaine-03,Vaudreuil/Hudson,1,10422,27,0,1
1,TRAIN-A24-TRKPI-Semaine-07,4083555-TRAIN-A24-TRKPI-Semaine-07,Vaudreuil/Hudson,1,10392,27,0,1
1,TRAIN-H25-TRKPI-Semaine-02,4083556-TRAIN-H25-TRKPI-Semaine-02,Vaudreuil,1,10423,29,0,1
1,TRAIN-A24-TRKPI-Semaine-03,4083556-TRAIN-A24-TRKPI-Semaine-03,Vaudreuil,1,10423,29,0,1
1,TRAIN-A24-TRKPI-Semaine-07,4083556-TRAIN-A24-TRKPI-Semaine-07,Vaudreuil,1,10385,29,0,1
1,TRAIN-H25-TRKPI-Semaine-02,4083557-TRAIN-H25-TRKPI-Semaine-02,Vaudreuil,1,10423,31,0,1
1,TRAIN-A24-TRKPI-Semaine-03,4083557-TRAIN-A24-TRKPI-Semaine-03,Vaudreuil,1,10423,31,0,1
1,TRAIN-A24-TRKPI-Semaine-07,4083557-TRAIN-A24-TRKPI-Semaine-07,Vaudreuil,1,10385,31,0,1
1,TRAIN-H25-TRKPI-Semaine-02,4083558-TRAIN-H25-TRKPI-Semaine-02,Lucien-L'Allier,0,10215,10,0,1
1,TRAIN-A24-TRKPI-Semaine-03,4083558-TRAIN-A24-TRKPI-Semaine-03,Lucien-L'Allier,0,10215,10,0,1
1,TRAIN-A24-TRKPI-Semaine-07,4083558-TRAIN-A24-TRKPI-Semaine-07,Vendôme,0,10388,10,0,1
1,TRAIN-H25-TRKPI-Semaine-02,4083559-TRAIN-H25-TRKPI-Semaine-02,Lucien-L'Allier,0,10217,12,0,1
1,TRAIN-A24-TRKPI-Semaine-03,4083559-TRAIN-A24-TRKPI-Semaine-03,Lucien-L'Allier,0,10217,12,0,1
1,TRAIN-A24-TRKPI-Semaine-07,4083559-TRAIN-A24-TRKPI-Semaine-07,Vendôme,0,10389,12,0,1
1,TRAIN-H25-TRKPI-Semaine-02,4083560-TRAIN-H25-TRKPI-Semaine-02,Lucien-L'Allier,0,10215,114,0,1
1,TRAIN-A24-TRKPI-Semaine-03,4083560-TRAIN-A24-TRKPI-Semaine-03,Lucien-L'Allier,0,10215,114,0,1
1,TRAIN-A24-TRKPI-Semaine-07,4083560-TRAIN-A24-TRKPI-Semaine-07,Vendôme,0,10388,114,0,1
1,TRAIN-H25-TRKPI-Semaine-02,4083561-TRAIN-H25-TRKPI-Semaine-02,Lucien-L'Allier,0,10215,14,0,1
1,TRAIN-A24-TRKPI-Semaine-03,4083561-TRAIN-A24-TRKPI-Semaine-03,Lucien-L'Allier,0,10215,14,0,1
1,TRAIN-A24-TRKPI-Semaine-07,4083561-TRAIN-A24-TRKPI-Semaine-07,Vendôme,0,10388,14,0,1
1,TRAIN-H25-TRKPI-Semaine-02,4083563-TRAIN-H25-TRKPI-Semaine-02,Lucien-L'Allier,0,10217,18,0,1
1,TRAIN-A24-TRKPI-Semaine-03,4083563-TRAIN-A24-TRKPI-Semaine-03,Lucien-L'Allier,0,10217,18,0,1
1,TRAIN-A24-TRKPI-Semaine-07,4083563-TRAIN-A24-TRKPI-Semaine-07,Vendôme,0,10389,18,0,1
1,TRAIN-H25-TRKPI-Semaine-02,4083564-TRAIN-H25-TRKPI-Semaine-02,Lucien-L'Allier,0,10215,20,0,1
1,TRAIN-A24-TRKPI-Semaine-03,4083564-TRAIN-A24-TRKPI-Semaine-03,Lucien-L'Allier,0,10215,20,0,1
1,TRAIN-A24-TRKPI-Semaine-07,4083564-TRAIN-A24-TRKPI-Semaine-07,Vendôme,0,10388,20,0,1
1,TRAIN-H25-TRKPI-Semaine-02,4083565-TRAIN-H25-TRKPI-Semaine-02,Lucien-L'Allier,0,10215,22,0,1
1,TRAIN-A24-TRKPI-Semaine-03,4083565-TRAIN-A24-TRKPI-Semaine-03,Lucien-L'Allier,0,10215,22,0,1
1,TRAIN-A24-TRKPI-Semaine-07,4083565-TRAIN-A24-TRKPI-Semaine-07,Vendôme,0,10388,22,0,1
1,TRAIN-H25-TRKPI-Semaine-02,4083566-TRAIN-H25-TRKPI-Semaine-02,Lucien-L'Allier,0,10215,24,0,1
1,TRAIN-A24-TRKPI-Semaine-03,4083566-TRAIN-A24-TRKPI-Semaine-03,Lucien-L'Allier,0,10215,24,0,1
1,TRAIN-A24-TRKPI-Semaine-07,4083566-TRAIN-A24-TRKPI-Semaine-07,Vendôme,0,10388,24,0,1
1,TRAIN-H25-TRKPI-Semaine-02,4083567-TRAIN-H25-TRKPI-Semaine-02,Lucien-L'Allier,0,10221,26,0,1
1,TRAIN-A24-TRKPI-Semaine-03,4083567-TRAIN-A24-TRKPI-Semaine-03,Lucien-L'Allier,0,10221,26,0,1
1,TRAIN-A24-TRKPI-Semaine-07,4083567-TRAIN-A24-TRKPI-Semaine-07,Vendôme,0,10390,26,0,1
1,TRAIN-H25-TRKPI-Semaine-02,4083568-TRAIN-H25-TRKPI-Semaine-02,Lucien-L'Allier,0,10215,30,0,1
1,TRAIN-A24-TRKPI-Semaine-03,4083568-TRAIN-A24-TRKPI-Semaine-03,Lucien-L'Allier,0,10215,30,0,1
1,TRAIN-A24-TRKPI-Semaine-07,4083568-TRAIN-A24-TRKPI-Semaine-07,Vendôme,0,10388,30,0,1
4,TRAIN-A24-TRKPI-Dimanche-01,4083569-TRAIN-A24-TRKPI-Dimanche-01,Saint-Jérôme,1,40084,201,0,1
4,TRAIN-H25-TRKPI-Dimanche-01,4083569-TRAIN-H25-TRKPI-Dimanche-01,Saint-Jérôme,1,40084,201,0,1
4,TRAIN-A24-TRKPI-Dimanche-02,4083569-TRAIN-A24-TRKPI-Dimanche-02,Saint-Jérôme,1,40084,201,0,1
4,TRAIN-H25-TRKPI-Fête-1-01,4083569-TRAIN-H25-TRKPI-Fête-1-01,Saint-Jérôme,1,40084,201,0,1
4,TRAIN-A24-TRKPI-Fête-1-03,4083569-TRAIN-A24-TRKPI-Fête-1-03,Saint-Jérôme,1,40084,201,0,1
4,TRAIN-A24-TRKPI-Dimanche-01,4083570-TRAIN-A24-TRKPI-Dimanche-01,Saint-Jérôme,1,40084,203,0,1
4,TRAIN-H25-TRKPI-Dimanche-01,4083570-TRAIN-H25-TRKPI-Dimanche-01,Saint-Jérôme,1,40084,203,0,1
4,TRAIN-A24-TRKPI-Dimanche-02,4083570-TRAIN-A24-TRKPI-Dimanche-02,Saint-Jérôme,1,40084,203,0,1
4,TRAIN-H25-TRKPI-Fête-1-01,4083570-TRAIN-H25-TRKPI-Fête-1-01,Saint-Jérôme,1,40084,203,0,1
4,TRAIN-A24-TRKPI-Fête-1-03,4083570-TRAIN-A24-TRKPI-Fête-1-03,Saint-Jérôme,1,40084,203,0,1
4,TRAIN-A24-TRKPI-Dimanche-01,4083571-TRAIN-A24-TRKPI-Dimanche-01,Saint-Jérôme,1,40084,205,0,1
4,TRAIN-H25-TRKPI-Dimanche-01,4083571-TRAIN-H25-TRKPI-Dimanche-01,Saint-Jérôme,1,40084,205,0,1
4,TRAIN-A24-TRKPI-Dimanche-02,4083571-TRAIN-A24-TRKPI-Dimanche-02,Saint-Jérôme,1,40084,205,0,1
4,TRAIN-H25-TRKPI-Fête-1-01,4083571-TRAIN-H25-TRKPI-Fête-1-01,Saint-Jérôme,1,40084,205,0,1
4,TRAIN-A24-TRKPI-Fête-1-03,4083571-TRAIN-A24-TRKPI-Fête-1-03,Saint-Jérôme,1,40084,205,0,1
4,TRAIN-A24-TRKPI-Dimanche-01,4083572-TRAIN-A24-TRKPI-Dimanche-01,Saint-Jérôme,1,40084,207,0,1
4,TRAIN-H25-TRKPI-Dimanche-01,4083572-TRAIN-H25-TRKPI-Dimanche-01,Saint-Jérôme,1,40084,207,0,1
4,TRAIN-A24-TRKPI-Dimanche-02,4083572-TRAIN-A24-TRKPI-Dimanche-02,Saint-Jérôme,1,40084,207,0,1
4,TRAIN-H25-TRKPI-Fête-1-01,4083572-TRAIN-H25-TRKPI-Fête-1-01,Saint-Jérôme,1,40084,207,0,1
4,TRAIN-A24-TRKPI-Fête-1-03,4083572-TRAIN-A24-TRKPI-Fête-1-03,Saint-Jérôme,1,40084,207,0,1
4,TRAIN-A24-TRKPI-Dimanche-01,4083573-TRAIN-A24-TRKPI-Dimanche-01,Saint-Jérôme,1,40084,209,0,1
4,TRAIN-H25-TRKPI-Dimanche-01,4083573-TRAIN-H25-TRKPI-Dimanche-01,Saint-Jérôme,1,40084,209,0,1
4,TRAIN-A24-TRKPI-Dimanche-02,4083573-TRAIN-A24-TRKPI-Dimanche-02,Saint-Jérôme,1,40084,209,0,1
4,TRAIN-H25-TRKPI-Fête-1-01,4083573-TRAIN-H25-TRKPI-Fête-1-01,Saint-Jérôme,1,40084,209,0,1
4,TRAIN-A24-TRKPI-Fête-1-03,4083573-TRAIN-A24-TRKPI-Fête-1-03,Saint-Jérôme,1,40084,209,0,1
4,TRAIN-A24-TRKPI-Dimanche-01,4083574-TRAIN-A24-TRKPI-Dimanche-01,Saint-Jérôme,1,40084,211,0,1
4,TRAIN-H25-TRKPI-Dimanche-01,4083574-TRAIN-H25-TRKPI-Dimanche-01,Saint-Jérôme,1,40084,211,0,1
4,TRAIN-A24-TRKPI-Dimanche-02,4083574-TRAIN-A24-TRKPI-Dimanche-02,Saint-Jérôme,1,40084,211,0,1
4,TRAIN-H25-TRKPI-Fête-1-01,4083574-TRAIN-H25-TRKPI-Fête-1-01,Saint-Jérôme,1,40084,211,0,1
4,TRAIN-A24-TRKPI-Fête-1-03,4083574-TRAIN-A24-TRKPI-Fête-1-03,Saint-Jérôme,1,40084,211,0,1
4,TRAIN-A24-TRKPI-Dimanche-01,4083575-TRAIN-A24-TRKPI-Dimanche-01,De la Concorde,0,40085,200,0,1
4,TRAIN-H25-TRKPI-Dimanche-01,4083575-TRAIN-H25-TRKPI-Dimanche-01,De la Concorde,0,40085,200,0,1
4,TRAIN-A24-TRKPI-Dimanche-02,4083575-TRAIN-A24-TRKPI-Dimanche-02,De la Concorde,0,40085,200,0,1
4,TRAIN-H25-TRKPI-Fête-1-01,4083575-TRAIN-H25-TRKPI-Fête-1-01,De la Concorde,0,40085,200,0,1
4,TRAIN-A24-TRKPI-Fête-1-03,4083575-TRAIN-A24-TRKPI-Fête-1-03,De la Concorde,0,40085,200,0,1
4,TRAIN-A24-TRKPI-Dimanche-01,4083576-TRAIN-A24-TRKPI-Dimanche-01,De la Concorde,0,40085,202,0,1
4,TRAIN-H25-TRKPI-Dimanche-01,4083576-TRAIN-H25-TRKPI-Dimanche-01,De la Concorde,0,40085,202,0,1
4,TRAIN-A24-TRKPI-Dimanche-02,4083576-TRAIN-A24-TRKPI-Dimanche-02,De la Concorde,0,40085,202,0,1
4,TRAIN-H25-TRKPI-Fête-1-01,4083576-TRAIN-H25-TRKPI-Fête-1-01,De la Concorde,0,40085,202,0,1
4,TRAIN-A24-TRKPI-Fête-1-03,4083576-TRAIN-A24-TRKPI-Fête-1-03,De la Concorde,0,40085,202,0,1
4,TRAIN-A24-TRKPI-Dimanche-01,4083577-TRAIN-A24-TRKPI-Dimanche-01,De la Concorde,0,40085,204,0,1
4,TRAIN-H25-TRKPI-Dimanche-01,4083577-TRAIN-H25-TRKPI-Dimanche-01,De la Concorde,0,40085,204,0,1
4,TRAIN-A24-TRKPI-Dimanche-02,4083577-TRAIN-A24-TRKPI-Dimanche-02,De la Concorde,0,40085,204,0,1
4,TRAIN-H25-TRKPI-Fête-1-01,4083577-TRAIN-H25-TRKPI-Fête-1-01,De la Concorde,0,40085,204,0,1
4,TRAIN-A24-TRKPI-Fête-1-03,4083577-TRAIN-A24-TRKPI-Fête-1-03,De la Concorde,0,40085,204,0,1
4,TRAIN-A24-TRKPI-Dimanche-01,4083578-TRAIN-A24-TRKPI-Dimanche-01,De la Concorde,0,40085,206,0,1
4,TRAIN-H25-TRKPI-Dimanche-01,4083578-TRAIN-H25-TRKPI-Dimanche-01,De la Concorde,0,40085,206,0,1
4,TRAIN-A24-TRKPI-Dimanche-02,4083578-TRAIN-A24-TRKPI-Dimanche-02,De la Concorde,0,40085,206,0,1
4,TRAIN-H25-TRKPI-Fête-1-01,4083578-TRAIN-H25-TRKPI-Fête-1-01,De la Concorde,0,40085,206,0,1
4,TRAIN-A24-TRKPI-Fête-1-03,4083578-TRAIN-A24-TRKPI-Fête-1-03,De la Concorde,0,40085,206,0,1
4,TRAIN-A24-TRKPI-Dimanche-01,4083579-TRAIN-A24-TRKPI-Dimanche-01,De la Concorde,0,40085,208,0,1
4,TRAIN-H25-TRKPI-Dimanche-01,4083579-TRAIN-H25-TRKPI-Dimanche-01,De la Concorde,0,40085,208,0,1
4,TRAIN-A24-TRKPI-Dimanche-02,4083579-TRAIN-A24-TRKPI-Dimanche-02,De la Concorde,0,40085,208,0,1
4,TRAIN-H25-TRKPI-Fête-1-01,4083579-TRAIN-H25-TRKPI-Fête-1-01,De la Concorde,0,40085,208,0,1
4,TRAIN-A24-TRKPI-Fête-1-03,4083579-TRAIN-A24-TRKPI-Fête-1-03,De la Concorde,0,40085,208,0,1
4,TRAIN-A24-TRKPI-Dimanche-01,4083580-TRAIN-A24-TRKPI-Dimanche-01,De la Concorde,0,40085,210,0,1
4,TRAIN-H25-TRKPI-Dimanche-01,4083580-TRAIN-H25-TRKPI-Dimanche-01,De la Concorde,0,40085,210,0,1
4,TRAIN-A24-TRKPI-Dimanche-02,4083580-TRAIN-A24-TRKPI-Dimanche-02,De la Concorde,0,40085,210,0,1
4,TRAIN-H25-TRKPI-Fête-1-01,4083580-TRAIN-H25-TRKPI-Fête-1-01,De la Concorde,0,40085,210,0,1
4,TRAIN-A24-TRKPI-Fête-1-03,4083580-TRAIN-A24-TRKPI-Fête-1-03,De la Concorde,0,40085,210,0,1
4,TRAIN-A24-TRKPI-Samedi-01,4083993-TRAIN-A24-TRKPI-Samedi-01,Saint-Jérôme,1,40084,201,0,1
4,TRAIN-H25-TRKPI-Samedi-01,4083993-TRAIN-H25-TRKPI-Samedi-01,Saint-Jérôme,1,40084,201,0,1
4,TRAIN-A24-TRKPI-Samedi-02,4083993-TRAIN-A24-TRKPI-Samedi-02,Saint-Jérôme,1,40084,201,0,1
4,TRAIN-A24-TRKPI-Samedi-01,4083994-TRAIN-A24-TRKPI-Samedi-01,Saint-Jérôme,1,40084,203,0,1
4,TRAIN-H25-TRKPI-Samedi-01,4083994-TRAIN-H25-TRKPI-Samedi-01,Saint-Jérôme,1,40084,203,0,1
4,TRAIN-A24-TRKPI-Samedi-02,4083994-TRAIN-A24-TRKPI-Samedi-02,Saint-Jérôme,1,40084,203,0,1
4,TRAIN-A24-TRKPI-Samedi-01,4083995-TRAIN-A24-TRKPI-Samedi-01,Saint-Jérôme,1,40084,205,0,1
